"dgp","error_distribution","running_variable","setup","p1","n","true_treatment_effect","median_bias_iv_ccf","median_bias_iv_ik","median_bias_lambda_1_ccf","median_bias_lambda_1_ik","median_bias_lambda_4_ccf","median_bias_lambda_4_ik","mad_iv_ccf","mad_iv_ik","mad_lambda_1_ccf","mad_lambda_1_ik","mad_lambda_4_ccf","mad_lambda_4_ik","rmse_iv_ccf","rmse_iv_ik","rmse_lambda_1_ccf","rmse_lambda_1_ik","rmse_lambda_4_ccf","rmse_lambda_4_ik","cov_iv_ccf","cov_iv_ik","cov_lambda_1_ccf","cov_lambda_1_ik","cov_lambda_4_ccf","cov_lambda_4_ik","cov_ar_ba_1","cov_ar_ba_2"
1,2,3,1,0.6,300,0.04,0.0499124865273343,0.0863311544285124,0.0108657766200216,0.025887721649142,-0.0137410135210517,-0.00731906364564524,0.745336646131358,0.717069962276605,0.246901316448451,0.24952025307652,0.133854159578639,0.129449358113404,74.8509221534404,181.500291746461,0.485648941987986,0.485927112029146,0.260063599670982,0.255994321145067,0.9847,0.9875,0.9837,0.9852,0.9271,0.9351,0.9749,0.9588
1,2,3,1,0.7,300,0.04,0.0757278606207545,0.101637085984915,0.0474357041511383,0.0741090450539801,0.0108835986741143,0.0273302705433512,0.471575071285941,0.428980548566913,0.263651662703344,0.260146186301989,0.156477116058557,0.157281257021237,455.301855749137,36.0167448358513,0.53060729351919,0.496806290107237,0.310476805065083,0.293014513082358,0.9727,0.9748,0.9891,0.9909,0.9498,0.9609,0.9752,0.9617
1,2,3,1,0.8,300,0.04,0.0461292976877475,0.0624964107683669,0.0438282779445053,0.0695381889556382,0.0212647002457764,0.0428067810726293,0.317535479244995,0.28433832126885,0.246793584323399,0.230323016675161,0.178622585439044,0.17581535263895,13.6437485593803,1.82766524460089,0.448302309539503,0.417698343975561,0.30972048318455,0.301030850874029,0.9589,0.9572,0.9865,0.9811,0.9709,0.9684,0.9728,0.9622
1,2,3,1,0.9,300,0.04,0.0285281853416284,0.0385914093337611,0.0302292310431806,0.0413885707221519,0.0224015277954422,0.0349212657621791,0.230079109373164,0.206147395670576,0.21032712879593,0.187851446212761,0.185284795922226,0.169529712386197,13.0368839951051,1.95845802334051,0.41301161394584,0.350903735522235,0.353969318188623,0.312172473051379,0.9335,0.9317,0.9597,0.9542,0.9558,0.9506,0.9601,0.9503
1,2,3,2,0.6,300,0.04,0.0633719065987907,0.107269363311902,0.0139168836139101,0.0331594088310979,-0.00878803686325856,-0.000910724207980669,0.72876992773024,0.723905767843315,0.259968936490265,0.265885000527252,0.137165494701141,0.136124763381346,379.430995613862,48.7783829656457,0.495460075862279,0.502243308094813,0.25189316609364,0.258554052637942,0.985,0.9832,0.982,0.9834,0.9277,0.9371,0.9712,0.9549
1,2,3,2,0.7,300,0.04,0.0763168139332491,0.100152194402454,0.0523856359190919,0.080949179943434,0.0125348814913191,0.0327434071384985,0.46086969938485,0.424218420061881,0.266784568434199,0.270718876285849,0.159574915031183,0.165048942318264,11.0867898592601,17.9797994467281,0.477902854140352,0.479915562158334,0.278391557221415,0.285350139326614,0.9723,0.9754,0.9888,0.9876,0.9516,0.959,0.9756,0.9614
1,2,3,2,0.8,300,0.04,0.0547355772282654,0.0638147086951063,0.0502211981324315,0.0697214867078964,0.025699122715027,0.0467221968079557,0.310224142196947,0.275162788998823,0.247703071445682,0.230622461055342,0.183984882956334,0.180162478052289,11.0920850981328,2.44405719610157,0.471671573080325,0.432044085580817,0.328099677207149,0.318048736435907,0.9607,0.9602,0.9862,0.9845,0.9697,0.9722,0.9776,0.9678
1,2,3,2,0.9,300,0.04,0.0245134287790609,0.0322683195902124,0.0269760324534983,0.0386560625124894,0.0199255732706327,0.0328945121044504,0.227373431487144,0.199738896116523,0.209079141053464,0.186574659002304,0.186655012870823,0.170669302110215,1.58473569940106,1.5878408514238,0.416865991209465,0.354999516429334,0.357714935530554,0.316745237228579,0.9224,0.9225,0.9521,0.9473,0.9484,0.945,0.9508,0.9435
1,2,3,3,0.6,300,0.04,0.0471564525580965,0.0837044117996927,0.00305671496810166,0.0280638673447387,-0.0182366834765922,-0.00563851480700456,0.740170161413014,0.712938953609381,0.246779397930686,0.260247346278717,0.132010102909873,0.131261603739463,41.1843378070284,291.204200202397,0.582303568684804,0.573451025005894,0.262417929604962,0.261698091801522,0.9828,0.9845,0.9826,0.9871,0.9315,0.9403,0.9765,0.96
1,2,3,3,0.7,300,0.04,0.0621919194729109,0.0839845639342677,0.0331309298102364,0.064328921664148,0.00382033929070617,0.0200648557691886,0.463677024526259,0.414883773464478,0.257702450250837,0.265092697438994,0.156775237311649,0.162338009263424,64.4748767811237,27.1280430876756,0.464912951173845,0.462090885120555,0.273750728850338,0.274978466362005,0.9727,0.9733,0.9885,0.9901,0.9515,0.9607,0.9758,0.9652
1,2,3,3,0.8,300,0.04,0.0494260855789489,0.0645150257895745,0.0452050744581387,0.0620179230441765,0.0219327669341951,0.0411976974617635,0.311408312847029,0.272859976450942,0.247666058942876,0.226539543014645,0.178266730758828,0.175105659590179,7.89812795842455,5165.21006177245,0.450841871216166,0.417414097056508,0.312023912481754,0.304601967483232,0.9599,0.9581,0.9878,0.9837,0.9689,0.9707,0.9743,0.965
1,2,3,3,0.9,300,0.04,0.0262246334485317,0.0357484066475808,0.033224003694339,0.0428334135915321,0.0249567154800202,0.0342741357419414,0.229483802605535,0.204109643132015,0.208222108813998,0.186120117533046,0.183240313720201,0.167219465056463,2.0718647598236,0.672080420208374,0.385594731812851,0.334308589577923,0.327162953127319,0.294873203277196,0.9299,0.9296,0.9636,0.957,0.9583,0.9535,0.9617,0.9547
1,2,3,1,0.6,600,0.04,0.131261403933103,0.176751876788057,0.0440922743791775,0.0907496945611022,0.00507705393226879,0.0257740424736826,0.651186580262552,0.601650375172685,0.255530687067935,0.268792651138026,0.130064688984636,0.135456431928416,32.7461061742979,43.159421093127,0.480175585937091,0.493851662583224,0.242302181859924,0.252340929536445,0.9848,0.9883,0.9902,0.9893,0.9548,0.9541,0.9728,0.9428
1,2,3,1,0.7,600,0.04,0.0813821246066983,0.106855920766085,0.0748749836179294,0.111567080783865,0.0354267732667604,0.0684060265020484,0.341233893237027,0.300026420896706,0.247372907737549,0.239447879742364,0.162187687011082,0.168043637159904,12.2661919500368,15.2209184857892,0.438375287779812,0.421737161982056,0.275273065379264,0.280665953757888,0.9745,0.9743,0.9896,0.9818,0.9668,0.9634,0.9732,0.9528
1,2,3,1,0.8,600,0.04,0.0531133624422008,0.0691667125093115,0.0631327136462453,0.0768436812286543,0.0456373313856221,0.0630048040678429,0.221837064300096,0.197317438285141,0.199043149486167,0.175535101703332,0.16437882154994,0.15238287632571,1.07203889205353,0.469490956049642,0.354452497253228,0.315565893441509,0.27811043552142,0.261777488524089,0.9602,0.9595,0.9781,0.9649,0.9714,0.9603,0.9759,0.9534
1,2,3,1,0.9,600,0.04,0.0319693832782299,0.0393041170425172,0.0393872705348097,0.0532317931583216,0.0346684724373123,0.0493574891732932,0.166079784200941,0.146379188206333,0.157748432722503,0.135712320303914,0.148746394812209,0.129986558778375,0.31516777401133,0.259079809297964,0.272093267642915,0.229882981099786,0.25055669420609,0.21740066964895,0.9502,0.9502,0.9683,0.9578,0.9671,0.9578,0.9766,0.964
1,2,3,2,0.6,600,0.04,0.118701127660456,0.173853508183309,0.0478698542572558,0.0973242350750749,0.00380028749356748,0.0296150359920494,0.639477287222251,0.599681717061413,0.261634554870226,0.283704909718795,0.131632347389224,0.144051829052711,64.3627065828812,124.274574785401,0.471294542330056,0.496385004792297,0.237397330024998,0.253803653989057,0.9853,0.9887,0.987,0.9899,0.9501,0.9531,0.971,0.9428
1,2,3,2,0.7,600,0.04,0.103354182050824,0.128639719701818,0.0942217725239301,0.124328845275614,0.048163070972612,0.0805265251837606,0.345572900681619,0.306134730424572,0.25250336953404,0.248099440226787,0.16913244185731,0.1755436680899,64.8588281977486,16.8198358227533,0.450209643484183,0.431950794912662,0.287369820560723,0.291190414760585,0.973,0.9717,0.9884,0.9812,0.9676,0.9629,0.9729,0.9523
1,2,3,2,0.8,600,0.04,0.0618529414394604,0.0758757706099041,0.0702797252209408,0.0830246791036714,0.0539864756418904,0.068711811852502,0.216928503391567,0.195048812866347,0.197835369123293,0.174462539985236,0.164721457109452,0.15401244605354,0.873580948030524,1.67065923206301,0.394744991561128,0.357102981364623,0.323359731551225,0.305429512997961,0.9621,0.9612,0.9789,0.9639,0.9727,0.9611,0.9763,0.9571
1,2,3,2,0.9,600,0.04,0.0324671416609632,0.0385264442852953,0.0380677108331688,0.0458778725821686,0.0346781002488943,0.043424073848253,0.165011042170143,0.144813402797571,0.154808974773766,0.136844360693629,0.14614781202036,0.131131041757421,0.302918322926194,0.254770405392417,0.269996712057808,0.232602458185535,0.251635652539398,0.221804723314077,0.944,0.9446,0.9649,0.9536,0.9642,0.954,0.9745,0.9587
1,2,3,3,0.6,600,0.04,0.116111654206866,0.172213779114151,0.0465177439158094,0.0918219498823999,0.00383605259289042,0.0237207494572265,0.651731815486156,0.622760170349555,0.263168443914937,0.280789749882242,0.130444598823836,0.141839746023746,527.911355170931,44.765640123802,0.484383949341529,0.489827566922041,0.244671596233351,0.252045506706612,0.9866,0.99,0.9882,0.9897,0.9532,0.955,0.9694,0.943
1,2,3,3,0.7,600,0.04,0.0873787470313517,0.117278187279506,0.0839302532852072,0.112559742761412,0.0408470325840118,0.0670567365921333,0.344576426792188,0.30328248914965,0.249454608540565,0.241282741847396,0.163075561917197,0.168651534849052,19.3755798993153,5.33689802880653,0.445560042535185,0.429589105775901,0.282628984200812,0.284427887733307,0.9733,0.9752,0.9886,0.9831,0.969,0.965,0.9754,0.9524
